FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
wal	36252	FBgn0010516	wal	Mouse	110842	106092	Etfa	11	10.95	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
wap	33131	FBgn0266848	wap	Mouse	71833	1919083	Dcaf7	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wapl	31187	FBgn0004655	wapl	Mouse	218914	2675859	Wapl	10	9.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wash	36311	FBgn0033692	wash	Mouse	68767	1916017	Washc1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
waw	3771960	FBgn0024182	waw	Mouse	231279	2140726	Guf1	12	11.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
wb	43946	FBgn0261563	wb	Mouse	16772	99892	Lama1	9	9.05	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
wbl	37206	FBgn0004003	wbl	Mouse	67397	1914647	Erp29	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
wcd	36831	FBgn0262560	wcd	Mouse	217109	1923402	Utp18	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wcy	32690	FBgn0030812	wcy	Mouse	225131	2387357	Wac	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wda	42750	FBgn0039067	wda	Mouse	102162	1919039	Taf5l	5	4.85	high	Yes	Yes	Compara, Isobase, Panther, Phylome, TreeFam
wde	36133	FBgn0027499	wde	Mouse	54343	1858965	Atf7ip	11	10.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
wds	53428	FBgn0040066	wds	Mouse	140858	2155884	Wdr5	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wech	44653	FBgn0259745	wech	Mouse	636931	2685973	Trim71	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wfs1	42679	FBgn0039003	wfs1	Mouse	22393	1328355	Wfs1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wg	34009	FBgn0284084	wg	Mouse	22408	98953	Wnt1	14	13.7	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wge	42687	FBgn0051151	wge	Mouse	231861	3648294	Tnrc18	8	7.97	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoInspector, Panther, RoundUp, TreeFam
wit	44096	FBgn0024179	wit	Mouse	12168	1095407	Bmpr2	10	9.8	high	Yes	Yes	eggNOG, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wkd	41390	FBgn0037917	wkd	Mouse	103724	2144164	Tbc1d10a	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wls	39259	FBgn0036141	wls	Mouse	68151	1915401	Wls	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wntD	41633	FBgn0038134	wntD	Mouse	22423	109485	Wnt8b	5	4.92	high	Yes	Yes	eggNOG, Isobase, OrthoDB, Panther, TreeFam
wol	34134	FBgn0261020	wol	Mouse	66248	1913498	Alg5	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wrd	42169	FBgn0042693	wrd	Mouse	21770	2388481	Ppp2r5d	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wry	33361	FBgn0051665	wry	Mouse	18132	107471	Notch4	3	3.11	moderate	Yes	No	OrthoDB, OrthoFinder, Panther
wts	43651	FBgn0011739	wts	Mouse	16798	1333883	Lats1	10	9.89	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
wuc	36401	FBgn0033770	wuc	Mouse	217708	3045391	Lin52	2	2.06	moderate	Yes	No	Panther, TreeFam
wuho	31566	FBgn0029857	wuho	Mouse	57773	1889002	Wdr4	12	11.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wus	32683	FBgn0030805	wus	Mouse	72778	1920028	Dnajc22	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
xit	31623	FBgn0029906	xit	Mouse	381903	2141959	Alg8	14	13.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
yata	43508	FBgn0260990	yata	Mouse	78891	1931787	Scyl1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
yem	43439	FBgn0005596	yem	Mouse	320538	2444236	Ubn2	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
yip2	34313	FBgn0040064	yip2	Mouse	52538	1098623	Acaa2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
yki	37851	FBgn0034970	yki	Mouse	22601	103262	Yap1	12	11.69	high	Yes	Yes	Compara, eggNOG, Hieranoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
yps	39377	FBgn0022959	yps	Mouse	22608	99146	Ybx1	8	7.98	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
yrt	41656	FBgn0004049	yrt	Mouse	54357	1859149	Epb41l4b	10	9.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
ytr	47457	FBgn0021895	ytr	Mouse	66618	1913868	Snrnp27	10	9.95	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
zda	37144	FBgn0034368	zda	Mouse	14232	1341070	Fkbp8	11	10.95	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
zetaCOP	39862	FBgn0040512	zetaCOP	Mouse	56447	1929063	Copz1	11	10.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
zfh2	43795	FBgn0004607	zfh2	Mouse	11906	99948	Zfhx3	12	11.91	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
zip	38001	FBgn0265434	zip	Mouse	77579	1930780	Myh10	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
zuc	34609	FBgn0261266	zuc	Mouse	194908	2687283	Pld6	10	9.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
26-29-p	39547	FBgn0250848	26-29-p	Mouse	13036	107285	Ctsh	2	1.91	high	Yes	Yes	eggNOG, OrthoDB
Abd-B	47763	FBgn0000015	Abd-B	Mouse	15395	96171	Hoxa10	4	4.01	high	Yes	Yes	eggNOG, OrthoDB, OrthoInspector, Panther
Abi	41718	FBgn0020510	Abi	Mouse	11308	104913	Abi1	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ace	41625	FBgn0000024	Ace	Mouse	11423	87876	Ache	10	9.86	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Actbeta	43826	FBgn0024913	Actbeta	Mouse	16323	96570	Inhba	10	10	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
Actn	31166	FBgn0000667	Actn	Mouse	11474	99678	Actn3	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ald1	43183	FBgn0000064	Ald1	Mouse	79459	1931052	Aldoart2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ald2	43189	FBgn0039425	Ald2	Mouse	230163	87995	Aldob	10	9.82	moderate	Yes	No	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
alph	43481	FBgn0086361	alph	Mouse	19043	101841	Ppm1b	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
alpha-Est10	40896	FBgn0015569	alpha-Est10	Mouse	13909	3644960	Ces3b	6	5.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, RoundUp
alpha-Est7	40901	FBgn0015575	alpha-Est7	Mouse	234669	2448547	Ces2b	6	5.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder
Ank	43770	FBgn0011747	Ank	Mouse	11733	88024	Ank1	7	6.81	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
Ank2	38863	FBgn0261788	Ank2	Mouse	109676	88025	Ank2	6	5.99	high	Yes	Yes	eggNOG, Inparanoid, OMA, OrthoFinder, OrthoInspector, RoundUp
AnxB10	33019	FBgn0000084	AnxB10	Mouse	11752	1201374	Anxa8	4	3.93	high	Yes	Yes	Compara, eggNOG, OrthoFinder, Panther
aph-1	33467	FBgn0031458	aph-1	Mouse	208117	3522097	Aph1b	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Appl	31002	FBgn0000108	Appl	Mouse	11804	88047	Aplp2	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
aqz	41058	FBgn0286516	aqz	Mouse	108767	1917838	Pnrc1	2	2.03	high	Yes	Yes	Compara, Panther
Arl5	38931	FBgn0035866	Arl5	Mouse	75423	1922673	Arl5a	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arpc1	34793	FBgn0001961	Arpc1	Mouse	11867	1343142	Arpc1b	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atf-2	37978	FBgn0265193	Atf-2	Mouse	223922	2443472	Atf7	6	6.04	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
Atg18a	38913	FBgn0035850	Atg18a	Mouse	74781	1923831	Wipi2	11	10.9	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Atg2	38344	FBgn0044452	Atg2	Mouse	329015	1916291	Atg2a	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atg9	36821	FBgn0034110	Atg9	Mouse	245860	2138446	Atg9a	10	9.84	high	Yes	Yes	Compara, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
atk	40266	FBgn0036995	atk	Mouse	224109	2445095	Nrros	2	2.11	high	Yes	Yes	OrthoDB, Panther
Atpalpha	48971	FBgn0002921	Atpalpha	Mouse	232975	88107	Atp1a3	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Atx2	41883	FBgn0041188	Atx2	Mouse	233871	2446242	Atxn2l	9	8.97	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
aurB	34504	FBgn0024227	aurB	Mouse	20871	1321119	Aurkc	7	6.94	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp
Axud1	33419	FBgn0261647	Axud1	Mouse	215418	2387989	Csrnp1	9	8.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
B52	41670	FBgn0004587	B52	Mouse	67996	1915246	Srsf6	10	9.96	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Bace	34182	FBgn0032049	Bace	Mouse	109820	98909	Pgc	8	7.87	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, RoundUp
Bap55	36956	FBgn0025716	Bap55	Mouse	56456	1861453	Actl6a	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Best1	53431	FBgn0040238	Best1	Mouse	382427	3580298	Best3	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Best3	39661	FBgn0036492	Best3	Mouse	24115	1346332	Best1	11	10.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
Blos2	39234	FBgn0036118	Blos2	Mouse	625631	3702045	Bloc1s2-ps	8	7.86	high	Yes	Yes	Hieranoid, Inparanoid, OMA, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
blp	41937	FBgn0038387	blp	Mouse	100042179	3704359	Gm9803	8	7.83	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OMA, OrthoInspector, orthoMCL, Phylome, RoundUp
boss	43146	FBgn0000206	boss	Mouse	232431	1891250	Gprc5a	3	2.87	high	Yes	Yes	OrthoFinder, Phylome, TreeFam
brm	39744	FBgn0000212	brm	Mouse	20586	88192	Smarca4	12	11.81	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
brn	31358	FBgn0000221	brn	Mouse	72297	2152535	B3gnt3	8	7.89	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp
bru3	39527	FBgn0264001	bru3	Mouse	76183	1923433	Celf6	10	9.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
BRWD3	42898	FBgn0011785	BRWD3	Mouse	83946	1932404	Phip	10	9.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
btd	31912	FBgn0000233	btd	Mouse	83395	1932575	Sp6	2	2.06	moderate	Yes	No	Panther, TreeFam
btl	39564	FBgn0285896	btl	Mouse	14182	95522	Fgfr1	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
btn	42664	FBgn0014949	btn	Mouse	17285	103220	Meox1	6	5.96	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, Panther, RoundUp
bun	34665	FBgn0259176	bun	Mouse	72033	1919283	Tsc22d2	8	7.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoInspector, RoundUp, TreeFam
Bx	32846	FBgn0265598	Bx	Mouse	109593	102810	Lmo3	8	7.95	high	Yes	Yes	Homologene, Isobase, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Ca-alpha1D	34950	FBgn0001991	Ca-alpha1D	Mouse	12289	88293	Cacna1d	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ca-beta	34557	FBgn0259822	Ca-beta	Mouse	12296	894644	Cacnb2	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CadN2	35071	FBgn0262018	CadN2	Mouse	12562	105057	Cdh5	3	3.06	high	Yes	Yes	Inparanoid, Panther, Phylome
CAH7	41238	FBgn0037788	CAH7	Mouse	76459	1923709	Car12	5	4.94	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, Panther
Calx	42481	FBgn0013995	Calx	Mouse	110893	107976	Slc8a3	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Camta	35974	FBgn0259234	Camta	Mouse	100072	2140230	Camta1	11	10.91	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CdGAPr	35267	FBgn0032821	CdGAPr	Mouse	330914	2450166	Arhgap32	9	8.73	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cdi	42289	FBgn0004876	cdi	Mouse	21754	1201675	Tesk1	7	6.87	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
Cdk12	40385	FBgn0037093	Cdk12	Mouse	69131	1098802	Cdk12	12	11.81	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cdk4	36854	FBgn0016131	Cdk4	Mouse	12567	88357	Cdk4	11	10.97	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Cdk8	39157	FBgn0015618	Cdk8	Mouse	264064	1196224	Cdk8	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cen	35330	FBgn0032876	Cen	Mouse	12585	1100885	Cdr2	10	9.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CenB1A	42735	FBgn0039056	CenB1A	Mouse	78618	1925868	Acap2	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG10082	37465	FBgn0034644	CG10082	Mouse	271424	3045325	Ip6k3	11	10.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG10098	40851	FBgn0037472	CG10098	Mouse	69938	1917188	Scrn1	12	11.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
CG10175	42773	FBgn0039084	CG10175	Mouse	234677	2384581	Ces4a	5	5.01	high	Yes	Yes	eggNOG, Hieranoid, OMA, OrthoFinder, Panther
CG10177	42772	FBgn0039083	CG10177	Mouse	117229	2152419	Stk33	2	2	high	Yes	Yes	eggNOG, Panther
CG10298	40779	FBgn0037432	CG10298	Mouse	23980	1344408	Pebp1	11	10.9	high	Yes	Yes	eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG10353	32148	FBgn0030349	CG10353	Mouse	233246	3576659	Ano5	8	7.9	moderate	Yes	No	eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
CG10444	37294	FBgn0034494	CG10444	Mouse	241612	2138890	Slc5a12	11	10.84	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG10638	39424	FBgn0036290	CG10638	Mouse	432720	2653678	Akr1c19	6	5.91	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther
CG10869	33337	FBgn0031347	CG10869	Mouse	78809	1926059	4930562C15Rik	3	3.01	high	Yes	Yes	OrthoDB, OrthoFinder, OrthoInspector
CG10920	31688	FBgn0029963	CG10920	Mouse	56462	1929261	Mtch1	9	8.81	moderate	Yes	No	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
CG10948	39459	FBgn0036317	CG10948	Mouse	209224	2384799	Enox2	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG11044	37281	FBgn0034484	CG11044	Mouse	628100	3505735	Fbxo39	2	1.95	high	Yes	Yes	eggNOG, Inparanoid
CG1105	40841	FBgn0037465	CG1105	Mouse	70807	1918057	Arrdc2	8	8.09	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
CG11247	40414	FBgn0037120	CG11247	Mouse	22691	99176	Zscan2	2	2.1	high	Yes	Yes	Hieranoid, Panther
CG11275	37534	FBgn0034706	CG11275	Mouse	229571	3645677	Gm4858	2	2.1	high	Yes	Yes	OrthoFinder, Panther
CG11360	43810	FBgn0039920	CG11360	Mouse	240396	2652843	Mex3c	11	10.84	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG11658	39319	FBgn0036196	CG11658	Mouse	66822	1914072	Fbxo25	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG11771	42984	FBgn0039252	CG11771	Mouse	75805	1923055	Nln	7	6.73	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp, TreeFam
CG11836	43007	FBgn0039272	CG11836	Mouse	14058	103107	F10	2	2.03	high	Yes	Yes	Homologene, RoundUp
CG11902	43070	FBgn0028647	CG11902	Mouse	384763	2442757	Zfp667	2	2.03	high	Yes	Yes	Compara, Panther
CG11912	33205	FBgn0031248	CG11912	Mouse	66473	88559	Ctrb1	2	2.03	high	Yes	Yes	Compara, Panther
CG11999	40637	FBgn0037312	CG11999	Mouse	20316	108019	Sdf2	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG12104	38187	FBgn0035238	CG12104	Mouse	268741	1915389	Tox4	5	4.89	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, RoundUp, TreeFam
CG12716	32248	FBgn0030439	CG12716	Mouse	433180	3648654	Spink6	2	2	high	Yes	Yes	eggNOG, Panther
CG13364	50364	FBgn0026879	CG13364	Mouse	100041098	3705453	Tma7-ps	5	5.09	high	Yes	Yes	Hieranoid, Inparanoid, OMA, OrthoInspector, RoundUp
CG13526	37613	FBgn0034774	CG13526	Mouse	192650	2183437	Cabp7	3	2.74	high	Yes	Yes	Compara, eggNOG, Phylome
CG13605	42858	FBgn0039150	CG13605	Mouse	76892	1924142	Rnft1	9	8.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG13796	34051	FBgn0031939	CG13796	Mouse	56774	1890216	Slc6a14	4	3.94	high	Yes	Yes	Compara, eggNOG, OrthoDB, Panther
CG13875	38024	FBgn0035104	CG13875	Mouse	78748	1925998	Rassf10	9	8.92	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
