FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	ZebrafishGeneID	ZFINID	ZebrafishSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
stan	36125	FBgn0024836	stan	Zebrafish	368436	ZDB-GENE-030616-78	celsr1a	12	11.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
stas	32737	FBgn0030850	stas	Zebrafish	561208	ZDB-GENE-061215-138	tmem41b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
stck	40999	FBgn0020249	stck	Zebrafish	554019	ZDB-GENE-050522-236	lims1	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
ste14	39478	FBgn0036336	ste14	Zebrafish	550281	ZDB-GENE-050417-90	icmt	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
stmA	35865	FBgn0086784	stmA	Zebrafish	561353	ZDB-GENE-041014-293	efr3bb	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
strat	34142	FBgn0032020	strat	Zebrafish	436784	ZDB-GENE-040718-216	rabif	8	8.04	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, RoundUp, TreeFam
stumps	41770	FBgn0020299	stumps	Zebrafish	100002256	ZDB-GENE-090313-250	pik3ap1	6	5.93	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, Panther
stv	39518	FBgn0086708	stv	Zebrafish	100001980	ZDB-GENE-030131-5484	bag4	5	4.96	high	Yes	Yes	Compara, eggNOG, OrthoFinder, Panther, RoundUp
stx	32005	FBgn0052676	stx	Zebrafish	323713	ZDB-GENE-030131-2433	midn	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
sty	38424	FBgn0014388	sty	Zebrafish	335098	ZDB-GENE-030131-7038	spry2	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
su(f)	3354994	FBgn0003559	su(f)	Zebrafish	406326	ZDB-GENE-040426-1997	cstf3	11	10.79	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
su(r)	31858	FBgn0086450	su(r)	Zebrafish	405829	ZDB-GENE-040426-2459	dpydb	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
su(sable)	31012	FBgn0003575	su(sable)	Zebrafish	557823	ZDB-GENE-100330-1	zc3h4	5	5.08	high	Yes	Yes	eggNOG, Inparanoid, OrthoInspector, Panther, RoundUp
su(w[a])	31054	FBgn0003638	su(w[a])	Zebrafish	394143	ZDB-GENE-040426-931	sfswap	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sub	44870	FBgn0003545	sub	Zebrafish	325449	ZDB-GENE-050522-252	kif20a	8	8.09	high	Yes	Yes	Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
sud1	19834718	FBgn0265189	sud1	Zebrafish	324573	ZDB-GENE-030131-3294	ogfod1	3	3.11	moderate	Yes	No	OMA, OrthoFinder, Panther
sv	43825	FBgn0005561	sv	Zebrafish	60637	ZDB-GENE-001030-3	pax8	7	7.02	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam
svp	41491	FBgn0003651	svp	Zebrafish	30418	ZDB-GENE-980526-115	nr2f1a	9	8.81	high	Yes	Yes	eggNOG, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
svr	30998	FBgn0004648	svr	Zebrafish	563008	ZDB-GENE-081112-2	cpda	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
swm	35235	FBgn0002044	swm	Zebrafish	100332262	ZDB-GENE-110411-31	rbm27	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sws	31716	FBgn0003656	sws	Zebrafish	503936	ZDB-GENE-050309-66	pnpla7b	11	10.83	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
sxc	35486	FBgn0261403	sxc	Zebrafish	652952	ZDB-GENE-051128-1	ogt.2	11	10.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
syd	43905	FBgn0024187	syd	Zebrafish	558833	ZDB-GENE-070820-7	spag9a	9	8.72	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
tacc	40589	FBgn0026620	tacc	Zebrafish	321283	ZDB-GENE-050522-327	tacc3	6	5.86	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
tai	34242	FBgn0041092	tai	Zebrafish	81884	ZDB-GENE-010406-3	ncoa2	5	4.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Panther
tam	34792	FBgn0004406	tam	Zebrafish	100150924	ZDB-GENE-060303-1	polg	12	11.93	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
tamo	37864	FBgn0041582	tamo	Zebrafish	568830	ZDB-GENE-070822-5	spata2	6	6.02	high	Yes	Yes	Compara, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
tank	33684	FBgn0031635	tank	Zebrafish	550597	ZDB-GENE-050417-457	ei24	10	9.7	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
tap	39935	FBgn0015550	tap	Zebrafish	30239	ZDB-GENE-990415-174	neurog1	9	8.73	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tbrd-1	42823	FBgn0039124	tbrd-1	Zebrafish	30445	ZDB-GENE-990415-248	brd2a	7	6.84	moderate	Yes	No	Compara, eggNOG, Inparanoid, OrthoFinder, orthoMCL, Panther, TreeFam
tbrd-3	246604	FBgn0050417	tbrd-3	Zebrafish	570531	ZDB-GENE-030131-267	brd4	5	4.83	moderate	Yes	No	Compara, eggNOG, OrthoFinder, orthoMCL, Panther
tefu	41839	FBgn0045035	tefu	Zebrafish	403064	ZDB-GENE-040809-1	atm	9	8.85	high	Yes	Yes	eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
temp	31212	FBgn0027296	temp	Zebrafish	561820	ZDB-GENE-060526-17	ptar1	11	10.89	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
teq	39048	FBgn0023479	teq	Zebrafish	566809	ZDB-GENE-090313-45	prss12	6	5.84	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
tex	40983	FBgn0037569	tex	Zebrafish	445302	ZDB-GENE-040808-14	thoc3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tey	40146	FBgn0036899	tey	Zebrafish	558091	ZDB-GENE-081104-195	rnf220b	2	2	moderate	Yes	No	eggNOG, Panther
tfc	38141	FBgn0035199	tfc	Zebrafish	559737	ZDB-GENE-050311-5	illr4	4	4.16	high	Yes	Yes	Inparanoid, OrthoDB, OrthoInspector, Panther
tgo	41084	FBgn0264075	tgo	Zebrafish	493634	ZDB-GENE-060126-7	arnt	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tho2	326153	FBgn0031390	tho2	Zebrafish	368417	ZDB-GENE-030616-54	thoc2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
thoc5	37810	FBgn0034939	thoc5	Zebrafish	325064	ZDB-GENE-030131-3789	thoc5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
thoc6	39394	FBgn0036263	thoc6	Zebrafish	100004014	ZDB-GENE-041010-198	thoc6	12	11.84	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
thoc7	38033	FBgn0035110	thoc7	Zebrafish	445035	ZDB-GENE-040801-17	thoc7	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tilB	33130	FBgn0014395	tilB	Zebrafish	432388	ZDB-GENE-040827-2	lrrc6	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tin	42536	FBgn0004110	tin	Zebrafish	30696	ZDB-GENE-980526-321	nkx2.5	5	5.37	high	Yes	Yes	eggNOG, Panther, Phylome, TreeFam, ZFIN
tj	35227	FBgn0000964	tj	Zebrafish	100537332	ZDB-GENE-141211-38	mafb	8	7.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, Panther, RoundUp, TreeFam
tmod	43633	FBgn0082582	tmod	Zebrafish	100149766	ZDB-GENE-090312-131	tmod1	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
tna	39217	FBgn0026160	tna	Zebrafish	561061	ZDB-GENE-080220-27	zmiz1a	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
tos	35119	FBgn0015553	tos	Zebrafish	406778	ZDB-GENE-040426-2828	exo1	10	9.76	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
trbd	41179	FBgn0037734	trbd	Zebrafish	777720	ZDB-GENE-061110-94	zranb1b	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trbl	43999	FBgn0028978	trbl	Zebrafish	100331041	ZDB-GENE-091207-3	trib2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trc	40165	FBgn0003744	trc	Zebrafish	406765	ZDB-GENE-040426-2811	stk38a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trio	43974	FBgn0024277	trio	Zebrafish	557667	ZDB-GENE-060503-334	trioa	11	10.95	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
trol	45320	FBgn0284408	trol	Zebrafish	565429	ZDB-GENE-080807-4	hspg2	4	3.95	high	Yes	Yes	Compara, OMA, OrthoDB, OrthoFinder
trr	31149	FBgn0023518	trr	Zebrafish	560793	ZDB-GENE-080520-3	kmt2ca	7	6.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, Panther, TreeFam
trsn	36110	FBgn0033528	trsn	Zebrafish	334107	ZDB-GENE-030131-6039	tsn	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trus	41540	FBgn0038055	trus	Zebrafish	393192	ZDB-GENE-040426-967	pdcd2l	13	12.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tst	42813	FBgn0039117	tst	Zebrafish	559653	ZDB-GENE-010430-5	skiv2l	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
tsu	35924	FBgn0033378	tsu	Zebrafish	503767	ZDB-GENE-050306-51	rbm8a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ttv	36614	FBgn0265974	ttv	Zebrafish	497279	ZDB-GENE-050211-3	ext1a	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tty	33109	FBgn0015558	tty	Zebrafish	798421	ZDB-GENE-051120-105	ttyh3b	13	12.9	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tud	37417	FBgn0003891	tud	Zebrafish	565665	ZDB-GENE-041001-210	tdrd6	8	7.97	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
tun	36743	FBgn0034046	tun	Zebrafish	560935	ZDB-GENE-060503-848	wdyhv1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tup	35147	FBgn0003896	tup	Zebrafish	30147	ZDB-GENE-980526-112	isl1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tw	31024	FBgn0086368	tw	Zebrafish	563878	ZDB-GENE-070112-1002	pomt2	13	12.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
twi	37655	FBgn0003900	twi	Zebrafish	30395	ZDB-GENE-980526-235	twist2	8	7.77	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
twin	42880	FBgn0011725	twin	Zebrafish	553665	ZDB-GENE-050522-302	cnot6l	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
twr	40815	FBgn0262801	twr	Zebrafish	436794	ZDB-GENE-040718-227	sec11a	11	10.96	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
tws	47877	FBgn0004889	tws	Zebrafish	558810	ZDB-GENE-041010-39	ppp2r2bb	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
twz	37456	FBgn0034636	twz	Zebrafish	449991	ZDB-GENE-041010-105	kctd15a	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tzn	40299	FBgn0037024	tzn	Zebrafish	336977	ZDB-GENE-030131-8921	hagh	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unc-104	36876	FBgn0267002	unc-104	Zebrafish	100330443	ZDB-GENE-100913-3	kif1aa	11	10.86	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unc-45	44910	FBgn0010812	unc-45	Zebrafish	266640	ZDB-GENE-020919-3	unc45b	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unc80	43324	FBgn0039536	unc80	Zebrafish	100536734		unc80	4	3.94	high	Yes	Yes	Compara, Homologene, OrthoDB, OrthoFinder
und	34294	FBgn0283478	und	Zebrafish	794589	ZDB-GENE-061013-5	metap2a	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unk	42738	FBgn0004395	unk	Zebrafish	393205	ZDB-GENE-040426-707	unk	11	10.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unpg	35942	FBgn0015561	unpg	Zebrafish	245948	ZDB-GENE-020509-2	gbx2	10	9.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
upSET	39551	FBgn0036398	upSET	Zebrafish	325395	ZDB-GENE-030131-4120	kmt2e	7	6.96	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, Panther, RoundUp
uri	37924	FBgn0035025	uri	Zebrafish	560572	ZDB-GENE-050913-30	uri1	6	5.79	high	Yes	Yes	Compara, eggNOG, OrthoFinder, orthoMCL, Panther, TreeFam
ush	33225	FBgn0003963	ush	Zebrafish	568996	ZDB-GENE-060130-4	zfpm2a	5	5.05	high	Yes	Yes	Compara, Inparanoid, OMA, Panther, TreeFam
usp	31165	FBgn0003964	usp	Zebrafish	555578	ZDB-GENE-070314-2	rxraa	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vap	32569	FBgn0003969	vap	Zebrafish	100002155	ZDB-GENE-030131-4694	rasa1a	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
vari	35343	FBgn0250785	vari	Zebrafish	394134	ZDB-GENE-040426-775	mpp6b	13	12.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
veli	43003	FBgn0039269	veli	Zebrafish	447934	ZDB-GENE-041011-2	lin7c	12	11.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
vib	42306	FBgn0267975	vib	Zebrafish	393894	ZDB-GENE-040426-895	pitpnb	11	11.01	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
vih	44118	FBgn0264848	vih	Zebrafish	566441	ZDB-GENE-051030-48	ube2c	8	7.79	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Phylome, RoundUp
vilya	31264	FBgn0283545	vilya	Zebrafish	100534793	ZDB-GENE-110208-6	rnf212	2	2	moderate	Yes	No	eggNOG, Panther
vito	326214	FBgn0052418	vito	Zebrafish	393260	ZDB-GENE-040426-1035	nol12	10	10.06	high	Yes	Yes	Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
vkg	33726	FBgn0016075	vkg	Zebrafish	323561	ZDB-GENE-030131-2281	col4a5	6	5.78	high	Yes	Yes	eggNOG, OrthoDB, orthoMCL, Panther, Phylome, TreeFam
vlc	46078	FBgn0259978	vlc	Zebrafish	569107	ZDB-GENE-101215-2	dlgap4b	6	5.89	high	Yes	Yes	eggNOG, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
vn	38657	FBgn0003984	vn	Zebrafish	100006951	ZDB-GENE-070615-10	nrg2a	4	4.03	high	Yes	Yes	eggNOG, OrthoFinder, Panther, RoundUp
vnd	31003	FBgn0261930	vnd	Zebrafish	30697	ZDB-GENE-980526-403	nkx2.2a	10	9.81	high	Yes	Yes	eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vri	33759	FBgn0016076	vri	Zebrafish	445509	ZDB-GENE-040822-28	nfil3	7	6.97	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
vsg	39137	FBgn0045823	vsg	Zebrafish	555639	ZDB-GENE-030131-1598	cd164	8	7.91	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
vvl	38752	FBgn0086680	vvl	Zebrafish	30321	ZDB-GENE-980526-140	pou3f3b	11	10.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
w	31271	FBgn0003996	w	Zebrafish	569858	ZDB-GENE-050517-37	abcg2c	6	5.84	high	Yes	Yes	eggNOG, Hieranoid, OrthoDB, OrthoFinder, orthoMCL, RoundUp
wap	33131	FBgn0266848	wap	Zebrafish	337565	ZDB-GENE-030131-9511	dcaf7	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wapl	31187	FBgn0004655	wapl	Zebrafish	553345	ZDB-GENE-131010-1	wapla	9	8.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
wash	36311	FBgn0033692	wash	Zebrafish	555174	ZDB-GENE-050419-138	wash1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
waw	3771960	FBgn0024182	waw	Zebrafish	553030	ZDB-GENE-030131-4289	guf1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wb	43946	FBgn0261563	wb	Zebrafish	569971	ZDB-GENE-060118-1	lama1	5	4.97	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, Panther, TreeFam
wcd	36831	FBgn0262560	wcd	Zebrafish	767797	ZDB-GENE-060929-668	utp18	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
wcy	32690	FBgn0030812	wcy	Zebrafish	323904	ZDB-GENE-030131-2624	waca	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wda	42750	FBgn0039067	wda	Zebrafish	334055	ZDB-GENE-030131-5987	taf5l	4	3.95	high	Yes	Yes	Compara, OrthoDB, Panther, Phylome
wde	36133	FBgn0027499	wde	Zebrafish	558977	ZDB-GENE-061103-178	atf7ip	7	6.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, orthoMCL, Panther, TreeFam
wech	44653	FBgn0259745	wech	Zebrafish	561754	ZDB-GENE-040128-1	trim71	12	11.96	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
wfs1	42679	FBgn0039003	wfs1	Zebrafish	556580	ZDB-GENE-050809-19	wfs1b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wg	34009	FBgn0284084	wg	Zebrafish	30128	ZDB-GENE-980526-526	wnt1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wge	42687	FBgn0051151	wge	Zebrafish	559514	ZDB-GENE-100326-1	tnrc18	8	7.97	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoInspector, Panther, RoundUp, TreeFam
wkd	41390	FBgn0037917	wkd	Zebrafish	562628	ZDB-GENE-081105-145	tbc1d10ab	11	10.96	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
wls	39259	FBgn0036141	wls	Zebrafish	406420	ZDB-GENE-040426-2161	wls	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
wnd	40143	FBgn0036896	wnd	Zebrafish	404626	ZDB-GENE-040426-2436	map3k12	10	9.68	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
