FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
CG5144	39040	FBgn0035957	CG5144	Human	1160	1996	CKMT2	10	9.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
lectin-21Cb	33242	FBgn0040106	lectin-21Cb	Human	7123	11891	CLEC3B	4	3.99	high	Yes	Yes	Inparanoid, OrthoInspector, Phylome, RoundUp
tfc	38141	FBgn0035199	tfc	Human	10332	13523	CLEC4M	5	4.85	high	Yes	Yes	Compara, eggNOG, OrthoDB, Panther, Phylome
CG10657	39423	FBgn0036289	CG10657	Human	157807	23139	CLVS1	6	6.01	high	Yes	Yes	eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, Panther
CG15211	32006	FBgn0030234	CG15211	Human	146223	19175	CMTM4	9	8.85	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG14693	41299	FBgn0037837	CG14693	Human	140894	16145	CNBD2	9	8.87	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoInspector, Panther, Phylome, TreeFam
CG8009	39204	FBgn0036090	CG8009	Human	255919	26759	CNEP1R1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Rga	40683	FBgn0017550	Rga	Human	4848	7878	CNOT2	11	10.68	high	Yes	Yes	Compara, eggNOG, Hieranoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Rcd-1	32966	FBgn0031047	Rcd-1	Human	9125	10445	CNOT9	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Nrx-IV	39387	FBgn0013997	Nrx-IV	Human	26047	13830	CNTNAP2	13	12.82	high	Yes	Yes	eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG31913	319023	FBgn0051913	CG31913	Human	55744	21868	COA1	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Col4a1	33727	FBgn0000299	Col4a1	Human	1282	2202	COL4A1	9	8.9	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
lectin-22C	7354375	FBgn0259230	lectin-22C	Human	78989	17213	COLEC11	3	3.03	high	Yes	Yes	Hieranoid, OrthoInspector, RoundUp
Corin	35691	FBgn0033192	Corin	Human	10699	19012	CORIN	5	4.83	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
COX4L	35491	FBgn0033020	COX4L	Human	1327	2265	COX4I1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
COX5B	33918	FBgn0031830	COX5B	Human	1329	2269	COX5B	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
levy	37728	FBgn0034877	levy	Human	1337	2277	COX6A1	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cype	46040	FBgn0015031	cype	Human	1345	2285	COX6C	10	9.85	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
COX7A	50002	FBgn0040529	COX7A	Human	1346	2287	COX7A1	11	10.97	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
COX7C	50246	FBgn0040773	COX7C	Human	1350	2292	COX7C	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG3097	31503	FBgn0029804	CG3097	Human	51200	15740	CPA4	10	9.65	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome
CG17633	34297	FBgn0032144	CG17633	Human	1360	2299	CPB1	10	9.97	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
CRAT	40787	FBgn0037440	CRAT	Human	1384	2342	CRAT	11	10.95	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Dh44-R1	36601	FBgn0033932	Dh44-R1	Human	1395	2358	CRHR2	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Rcd2	40283	FBgn0037012	Rcd2	Human	51232	2359	CRIM1	3	2.93	high	Yes	Yes	eggNOG, OrthoFinder, RoundUp
phr6-4	35322	FBgn0016054	phr6-4	Human	1408	2385	CRY2	8	7.84	high	Yes	Yes	eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
l(2)efl	37744	FBgn0011296	l(2)efl	Human	1410	2389	CRYAB	12	11.98	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
Had1	32592	FBgn0286508	Had1	Human	51084	18246	CRYL1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
kdn	31579	FBgn0261955	kdn	Human	1431	2422	CS	14	13.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CkIalpha	32221	FBgn0015024	CkIalpha	Human	1452	2451	CSNK1A1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CkIIbeta	32132	FBgn0000259	CkIIbeta	Human	1460	2460	CSNK2B	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Mlp84B	40849	FBgn0014863	Mlp84B	Human	8048	2472	CSRP3	10	9.76	high	Yes	Yes	eggNOG, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cys	41767	FBgn0004629	Cys	Human	1471	2475	CST3	2	1.91	high	Yes	Yes	eggNOG, OrthoDB
Dd	33107	FBgn0029067	Dd	Human	23399	19085	CTDNEP1	13	12.9	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ctr9	38149	FBgn0035205	Ctr9	Human	9646	16850	CTR9	12	11.81	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
cathD	45268	FBgn0029093	cathD	Human	1509	2529	CTSD	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Bace	34182	FBgn0032049	Bace	Human	1510	2530	CTSE	9	8.83	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
Cp1	36546	FBgn0013770	Cp1	Human	1515	2538	CTSV	10	9.93	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
Cubn	326235	FBgn0052702	Cubn	Human	8029	2548	CUBN	12	11.77	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Cul1	35742	FBgn0015509	Cul1	Human	8454	2551	CUL1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cfp1	31880	FBgn0030121	Cfp1	Human	30827	24343	CXXC1	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG13077	35252	FBgn0032810	CG13077	Human	284613	26804	CYB561D1	7	6.86	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, Panther, Phylome, TreeFam
Cyt-b5	35688	FBgn0264294	Cyt-b5	Human	80777	24374	CYB5B	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cyt-c1	38612	FBgn0035600	Cyt-c1	Human	1537	2579	CYC1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cyt-c-p	34996	FBgn0284248	Cyt-c-p	Human	54205	19986	CYCS	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cyp49a1	36105	FBgn0033524	Cyp49a1	Human	1591	2602	CYP24A1	8	7.9	high	Yes	Yes	eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
Cyp9f2	41520	FBgn0038037	Cyp9f2	Human	1576	2637	CYP3A4	9	8.8	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoInspector, orthoMCL, Phylome, RoundUp
Cyp9b1	35634	FBgn0015038	Cyp9b1	Human	1577	2638	CYP3A5	8	7.72	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, orthoMCL, Phylome
Cyp313a4	41563	FBgn0038076	Cyp313a4	Human	10858	2641	CYP46A1	2	1.91	high	Yes	Yes	eggNOG, OrthoDB
Cyp4c3	43663	FBgn0015032	Cyp4c3	Human	285440	23198	CYP4V2	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Acbp2	38784	FBgn0010387	Acbp2	Human	1622	2690	DBI	8	7.88	moderate	Yes	No	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, RoundUp
CG6845	38019	FBgn0035099	CG6845	Human	127579	26562	DCST2	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
DCTN1-p150	39536	FBgn0001108	DCTN1-p150	Human	1639	2711	DCTN1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ddc	35190	FBgn0000422	Ddc	Human	1644	2719	DDC	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ddr	3346209	FBgn0053531	Ddr	Human	4921	2731	DDR2	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG10077	38756	FBgn0035720	CG10077	Human	10521	2740	DDX17	12	11.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG7222	36138	FBgn0033551	CG7222	Human	51029	24264	DESI2	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG32647	326226	FBgn0052647	CG32647	Human	9993	2845	DGCR2	6	6.02	high	Yes	Yes	Compara, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
CG3609	33421	FBgn0031418	CG3609	Human	27294	17887	DHDH	13	12.79	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG40485	3355165	FBgn0069973	CG40485	Human	79154	28639	DHRS11	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Dcr-1	42693	FBgn0039016	Dcr-1	Human	23405	17098	DICER1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Dhc62B	38226	FBgn0013811	Dhc62B	Human	201625	2943	DNAH12	6	5.77	high	Yes	Yes	eggNOG, Homologene, Isobase, OrthoDB, OrthoFinder, Phylome
CG9492	41171	FBgn0037726	CG9492	Human	1767	2950	DNAH5	11	10.84	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
Dhc93AB	42485	FBgn0013812	Dhc93AB	Human	1770	2953	DNAH9	14	13.75	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Dnai2	39318	FBgn0036195	Dnai2	Human	64446	18744	DNAI2	13	12.92	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG5504	48844	FBgn0002174	CG5504	Human	9093	11808	DNAJA3	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG5001	33308	FBgn0031322	CG5001	Human	25822	14887	DNAJB5	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG2911	40686	FBgn0037350	CG2911	Human	120526	26979	DNAJC24	10	9.77	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Phylome, RoundUp, TreeFam
CG8800	35962	FBgn0033408	CG8800	Human	83544	23247	DNAL1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG12379	32512	FBgn0030676	CG12379	Human	728489	33879	DNLZ	11	10.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG6154	43184	FBgn0039420	CG6154	Human	1800	3002	DPEP1	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG17684	3355066	FBgn0263780	CG17684	Human	57628	20823	DPP10	9	8.91	high	Yes	Yes	eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Dpy-30L2	38480	FBgn0035491	Dpy-30L2	Human	84661	24590	DPY30	8	8	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
TbCMF46	34318	FBgn0032163	TbCMF46	Human	83450	25384	DRC3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9125	2768882	FBgn0030793	CG9125	Human	1797	2992	DXO	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sw	44160	FBgn0003654	sw	Human	1781	2964	DYNC1I2	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ctp	31405	FBgn0011760	ctp	Human	140735	24596	DYNLL2	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
robl	36963	FBgn0024196	robl	Human	83657	15467	DYNLRB2	14	13.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Nep3	33005	FBgn0031081	Nep3	Human	1889	3146	ECE1	14	13.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG4598	34315	FBgn0032160	CG4598	Human	1632	2703	ECI1	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
escl	34611	FBgn0032391	escl	Human	8726	3188	EED	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
eEF1alpha1	36271	FBgn0284245	eEF1alpha1	Human	1917	3192	EEF1A2	11	10.71	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
CG2256	31727	FBgn0029995	CG2256	Human	79645	25678	EFCAB1	11	10.88	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
CG32086	326195	FBgn0052086	CG32086	Human	151651	26330	EFHB	9	8.96	high	Yes	Yes	Hieranoid, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Efhc1.2	37284	FBgn0034487	Efhc1.2	Human	80258	26233	EFHC2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Swip-1	35158	FBgn0032731	Swip-1	Human	79180	28670	EFHD2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
eIF3d1	42789	FBgn0040227	eIF3d1	Human	8664	3278	EIF3D	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
eIF3f1	40587	FBgn0037270	eIF3f1	Human	8665	3275	EIF3F	12	11.94	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
eIF3g2	42422	FBgn0038796	eIF3g2	Human	8666	3274	EIF3G	14	13.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
eIF4E1	45525	FBgn0015218	eIF4E1	Human	1977	3287	EIF4E	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
4E-T	43836	FBgn0052016	4E-T	Human	56478	16687	EIF4ENIF1	7	6.86	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
eIF4H1	49809	FBgn0262734	eIF4H1	Human	7458	12741	EIF4H	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG40228	5740664	FBgn0063670	CG40228	Human	84337	28691	ELOF1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
eloF	41211	FBgn0037762	eloF	Human	64834	14418	ELOVL1	7	6.9	moderate	Yes	No	eggNOG, Isobase, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp
ELOVL	40943	FBgn0037534	ELOVL	Human	79993	26292	ELOVL7	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG17556	42046	FBgn0038462	CG17556	Human	9694	28963	EMC2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
E5	45396	FBgn0008646	E5	Human	2018	3341	EMX2	9	8.73	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
EndoG	36309	FBgn0033690	EndoG	Human	2021	3346	ENDOG	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
EndoU	41931	FBgn0038381	EndoU	Human	8909	14369	ENDOU	12	11.79	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG11125	35669	FBgn0033174	CG11125	Human	84080	25246	ENKD1	7	7.03	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
CG8774	41635	FBgn0038136	CG8774	Human	2028	3355	ENPEP	13	12.64	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
e(y)2	45848	FBgn0000618	e(y)2	Human	56943	24449	ENY2	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Jheh2	37181	FBgn0034405	Jheh2	Human	2052	3401	EPHX1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
aru	33268	FBgn0029095	aru	Human	64787	21296	EPS8L2	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9416	37223	FBgn0034438	CG9416	Human	79956	23703	ERMP1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG9911	32588	FBgn0030734	CG9911	Human	23071	18311	ERP44	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
caz	32587	FBgn0285954	caz	Human	2130	3508	EWSR1	10	9.89	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
egl	37757	FBgn0000562	egl	Human	161829	28507	EXD1	8	7.68	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, Phylome, RoundUp, TreeFam
CG8839	36340	FBgn0033717	CG8839	Human	158584	26440	FAAH2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG17928	35009	FBgn0032603	CG17928	Human	9415	3575	FADS2	3	2.96	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB
CG5323	37137	FBgn0034362	CG5323	Human	84908	25911	FAM136A	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG18335	36202	FBgn0033610	CG18335	Human	730112	34242	FAM166B	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG15403	33527	FBgn0031504	CG15403	Human	116151	16102	FAM210B	11	10.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG6184	42345	FBgn0038725	CG6184	Human	57613	29288	FAM234B	8	7.83	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
